probe_id,lhs_holder,lhs_value_class,lhs_bytes,lhs_canon,rhs_holder,rhs_value_class,rhs_bytes,rhs_canon,output_bytes,output_canon
P3_3_0_0_5,bool,false,false,false,bool,false,false,false,00000000,"[1, 0.0, 0]"
P3_3_0_1_5,bool,false,false,false,bool,true,true,true,00000001,"[1, 1.0, 0]"
P3_3_1_0_5,bool,true,true,true,bool,false,false,false,00000001,"[1, 1.0, 0]"
P3_3_1_1_5,bool,true,true,true,bool,true,true,true,00000000,"[1, 0.0, 0]"
P3_4_0_0_5,bool,false,false,false,int32_t,base_42,0000002a,"[1, 1.3125, 5]",0000002a,"[1, 1.3125, 5]"
P3_4_0_1_5,bool,false,false,false,int32_t,base_zero,00000000,"[1, 0.0, 0]",00000000,"[1, 0.0, 0]"
P3_4_0_2_5,bool,false,false,false,int32_t,i64max,ffffffff,"[-1, 1.0, 0]",ffffffff,"[-1, 1.0, 0]"
P3_4_0_3_5,bool,false,false,false,int32_t,i64max_plus1,00000000,"[1, 0.0, 0]",00000000,"[1, 0.0, 0]"
P3_4_0_4_5,bool,false,false,false,int32_t,p53_plus1,00000001,"[1, 1.0, 0]",00000001,"[1, 1.0, 0]"
P3_4_0_5_5,bool,false,false,false,int32_t,u64max,ffffffff,"[-1, 1.0, 0]",ffffffff,"[-1, 1.0, 0]"
P3_4_1_0_5,bool,true,true,true,int32_t,base_42,0000002a,"[1, 1.3125, 5]",0000002b,"[1, 1.34375, 5]"
P3_4_1_1_5,bool,true,true,true,int32_t,base_zero,00000000,"[1, 0.0, 0]",00000001,"[1, 1.0, 0]"
P3_4_1_2_5,bool,true,true,true,int32_t,i64max,ffffffff,"[-1, 1.0, 0]",fffffffe,"[-1, 1.0, 1]"
P3_4_1_3_5,bool,true,true,true,int32_t,i64max_plus1,00000000,"[1, 0.0, 0]",00000001,"[1, 1.0, 0]"
P3_4_1_4_5,bool,true,true,true,int32_t,p53_plus1,00000001,"[1, 1.0, 0]",00000000,"[1, 0.0, 0]"
P3_4_1_5_5,bool,true,true,true,int32_t,u64max,ffffffff,"[-1, 1.0, 0]",fffffffe,"[-1, 1.0, 1]"
P3_5_0_0_5,bool,false,false,false,int64_t,base_42,000000000000002a,"[1, 1.3125, 5]",000000000000002a,"[1, 1.3125, 5]"
P3_5_0_1_5,bool,false,false,false,int64_t,base_zero,0000000000000000,"[1, 0.0, 0]",0000000000000000,"[1, 0.0, 0]"
P3_5_0_2_5,bool,false,false,false,int64_t,i64max,7fffffffffffffff,"[1, 1.9999999999999999997831595655029, 62]",7fffffffffffffff,"[1, 1.9999999999999999997831595655029, 62]"
P3_5_0_3_5,bool,false,false,false,int64_t,i64max_plus1,8000000000000000,"[-1, 1.0, 63]",8000000000000000,"[-1, 1.0, 63]"
P3_5_0_4_5,bool,false,false,false,int64_t,p53_plus1,0020000000000001,"[1, 1.0000000000000001110223024625157, 53]",0020000000000001,"[1, 1.0000000000000001110223024625157, 53]"
P3_5_0_5_5,bool,false,false,false,int64_t,u64max,ffffffffffffffff,"[-1, 1.0, 0]",ffffffffffffffff,"[-1, 1.0, 0]"
P3_5_1_0_5,bool,true,true,true,int64_t,base_42,000000000000002a,"[1, 1.3125, 5]",000000000000002b,"[1, 1.34375, 5]"
P3_5_1_1_5,bool,true,true,true,int64_t,base_zero,0000000000000000,"[1, 0.0, 0]",0000000000000001,"[1, 1.0, 0]"
P3_5_1_2_5,bool,true,true,true,int64_t,i64max,7fffffffffffffff,"[1, 1.9999999999999999997831595655029, 62]",7ffffffffffffffe,"[1, 1.9999999999999999995663191310058, 62]"
P3_5_1_3_5,bool,true,true,true,int64_t,i64max_plus1,8000000000000000,"[-1, 1.0, 63]",8000000000000001,"[-1, 1.9999999999999999997831595655029, 62]"
P3_5_1_4_5,bool,true,true,true,int64_t,p53_plus1,0020000000000001,"[1, 1.0000000000000001110223024625157, 53]",0020000000000000,"[1, 1.0, 53]"
P3_5_1_5_5,bool,true,true,true,int64_t,u64max,ffffffffffffffff,"[-1, 1.0, 0]",fffffffffffffffe,"[-1, 1.0, 1]"
P3_6_0_0_5,bool,false,false,false,uint64_t,base_42,000000000000002a,"[1, 1.3125, 5]",000000000000002a,"[1, 1.3125, 5]"
P3_6_0_1_5,bool,false,false,false,uint64_t,base_zero,0000000000000000,"[1, 0.0, 0]",0000000000000000,"[1, 0.0, 0]"
